reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
95a94d41-6b2f-439d-9ae7-e489baf5d784,DIL DIL,https://play-lh.googleusercontent.com/a-/ALV-UjW28iEwIq2XTmivsiMHyK_em4BKpUkh5do4EGbnuDedRA,"De algum tempo para cá, observo que ao efetuar pagamentos, o valor a ser pago não aparece, inclusive o R$ aparece em vermelho, dá maior insegurança, vai q vc digitou o código errado ou falso, o que só comprova o valor depois q procedeu todas as etapas, inclusive com a confirmação da senha 6 digitos, apenas no final qdo não haverá nada a fazer é q aparece o valor. Tudo no escuro.",4,1,8.44.1.0,2023-09-21 14:29:10,"Olá, Dil! Para que a gente veja essa situação e lhe auxilie, por favor, nos acione em uma de nossas páginas oficiais no Facebook(via Messenger) ou Instagram(via Direct) enviando a hashtag #atendimentoapp, ou contate nosso SAC(0800 729 0722)
",2023-09-21 15:30:56,8.44.1.0
f19b6f8e-840e-4666-a1d2-afbde5f94bee,Luiza Barbosa,https://play-lh.googleusercontent.com/a/ACg8ocLfMUFFL9z5MGkL9EnT_uy_yrPPf45jeVTAwIO44TdV=mo,"O app é bom Só deveria ter a opção de construir crédito onde a pessoa reserva um valor como limite de crédito no cartão (de escolha pessoal) para que possa comprar na modalidade crédito normalmente e com isso eles fizessem uma análise para um aumento de crédito ao cliente, é caso precise podesse resgatar o dinheiro novamente para sua conta para saque etc. Tipo como faz num app vizinho isso seria ótimo e deixaria ainda mais maravilhoso o app",3,11,8.44.1.0,2023-09-13 02:36:44,"Olá, Luiza! Agradecemos sua sugestão ;)
",2023-09-13 13:19:09,8.44.1.0
6b324af7-9687-42d3-b031-7b18a8f27c73,Cleverson Moreira,https://play-lh.googleusercontent.com/a/ACg8ocL_ixqPSz-RoQzmyEVfS343bRQ7z4i5Gx9kW7YV_AhM=mo,"Difícil você avaliar um aplicativo que toda vez que é necessário usá-lo, a pessoa não consegue. É sempre o mesmo erro, limpe o cache! Meu celular celular com Android 13, 12 giga de ram, processador snapdragon 8 G1 e 256 de armazenamento não consegue abrir este simples aplicativo, o mais engraçado é que o outro celular com Android 8 ele não funcionava, porque o sistema era muito antigo. Eu sempre limpo o cache, atualizo e verifico tudo. As vezes quando eu reinstalo o app ele resolve funcionar.",1,103,8.41.0.0,2023-07-28 15:23:35,"Olá, Cleverson Moreira! Para verificarmos melhor o seu caso, favor, nos chame por uma das páginas oficiais do BB no Facebook Messenger, Twitter DM ou Instagram Direct, com a #atendimentoapp ou ligue no SAC, no telefone 0800-729-0722. Ficamos no seu aguardo!",2023-07-28 15:58:14,8.41.0.0
c4d4c7dd-84aa-4d2f-b88b-f65cc2a3fda6,Pedro Henrique,https://play-lh.googleusercontent.com/a-/ALV-UjVU_nu1nhAK1RF3yzcmI__G8Yd1Mka7GH44AfayS7i-MQ,"Péssima experiência. Tentei fazer a abertura de conta via app e o sistema não conseguiu fazer a validação. Mas ok, pode ser que alguma foto de documentos estivessem ruim porém o sistema é incapaz de informar o problema. E a cereja do bolo: Ir em uma agência!!! MEEEEEEEEEUUU eu não quero ir em agência. É exatamente por isso que tentei fazer de casa. Kra, é por isso que bancos como Nubank, Inter, dentre outros; costumam ser melhores opções. Triste! Menos alguns clientes para o BB.",1,41,8.44.1.0,2023-09-02 21:51:51,"Olá, Pedro! Caso queira, pode nos chamar no Facebook (via Messenger) ou Instagram (via Direct) anotando #atendimentoApp e verificamos por que não está permitindo a abertura da conta.",2023-09-03 16:15:13,8.44.1.0
3df0e0ff-bb67-4913-9d66-94bdf4b834b3,glauciana nascimento,https://play-lh.googleusercontent.com/a/ACg8ocLOAWiQwowv98IUR72M_TEimZtnHh7GVYaHEqfoy4XQ=mo,"até hoje não tive uma única experiência boa nesse app! Nunca uso o aplicativo e todas as vezes que precisei dele o sistema deu erro ou algum outro problema. Nunca consegui movimentar meu dinheiro dentro do app e o banco faz tudo pra dificultar a vida do usuário e a interface não é nada intuitiva, tudo que precisei resolver no app, eu pesquisei pra saber onde ir. realmente muito ruim!",1,11,8.44.1.0,2023-09-12 22:27:48,"Olá, Glauciana. Qualquer dúvida ou dificuldade com o app, nos chame por uma das páginas oficiais do BB no Instagram (Direct) ou Facebook (Messenger), com #atendimentoapp, pra podermos te ajudar.",2023-09-12 22:35:47,8.44.1.0
a546a448-1a22-48ff-8a0f-a97e21d5bc4e,Odília Lima,https://play-lh.googleusercontent.com/a-/ALV-UjV7H5x1kvceJQl99XSgfOKCrlxswP9RcB4x9E79GquJh9s,"Excelente minha experiência com o aplicativo BB. Super recomendo. Prático, fácil e rápido. Resolvo praticamente tudo relativo a conta por meio desse aplicativo. Depois que troquei o aparelho celular percebi que está carregando bem mais rápido. Fica a dica: Vendo outras reclamações poderiam tentar fazer com que se torne mais leve para facilitar o uso ágil para todos os usuários.",5,19,8.44.1.0,2023-09-09 17:45:45,"Agradecemos seu feedback, Odília. Nosso objetivo é tornar o App cada vez melhor, por isso continuaremos trabalhando em melhorias para proporcionar as melhores experiências para nossos clientes 💛💙",2023-09-09 18:24:38,8.44.1.0
123df064-afdb-4e42-86f4-edbb57cc20ef,Magda Favareto,https://play-lh.googleusercontent.com/a-/ALV-UjXyZyll8roMRerkk5lJrMKmS53jTCGZPmgRxOcsBCmyK_M,"Aplicativo muito pesado. Demora para carregar para a simples abertura de conta que ainda não consegui finalizar. Estou a dias tentando fazer selfie e toda hr diz que a lente está suja e o APP simplesmente para de funcionar e fecha. Não é lente suja, não é cachê, não é minha internet.Não consigo nem enviar feedback pq na hr que começo a digitar fecha. 😡 Acho que vou desistir de criar uma conta digital. Está impossível. Aplicativo péssimo.",3,0,8.44.1.0,2023-09-19 07:17:17,"Olá, Magda! Para que a gente veja essa situação e lhe auxilie, por favor, nos acione em uma de nossas páginas oficiais no Facebook(via Messenger) ou Instagram(via Direct) enviando a hashtag #atendimentoapp, ou contate nosso SAC(0800 729 0722)
",2023-09-19 12:28:17,8.44.1.0
79e8412b-0f86-4204-87f2-33e971c50a19,Rodrigo Cavalheiro,https://play-lh.googleusercontent.com/a-/ALV-UjV1-Xdxpw7cFP4GysTU7eHMKmGTTo1Vm6Z9YVbWBAJ6Ih8,"O app é muito bom e completo, o problema é que qualquer simulação que você fizer, logo em seguida receberá mensagem de seu gerente. Isso dá uma impressão de falta de privacidade e de que você está sendo monitorado o tempo inteiro. Mas quanto ao app em si, é muito bom e completo. Consigo fazer tudo sem ir até uma agência física.",3,22,8.44.1.0,2023-09-05 14:20:39,"Rodrigo, obrigado por seu comentário. Ficamos felizes com sua satisfação. Se precisar, converse com seu gerente sobre a situação, ou nos acione em uma de nossas páginas oficiais no Facebook(via Messenger), ou Instagram(via Direct), enviando a hashtag #atendimentoApp, para que a gente lhe auxilie.",2023-09-05 16:11:02,8.44.1.0
c97fc1d3-a815-4d69-a8d7-c7072a88d539,Julia Emanuele,https://play-lh.googleusercontent.com/a-/ALV-UjV7it_NiCxBvVWW0mJysWqmw5ROixRnzLSfHJYPszsSZQE,"Tentei diversas vezes tirar a selfie para o cadastro, tudo como vocês pedem, fundo branco, iluminando, sem acessórios. Já tentei em diversos ângulos e não vai, simplismente não faz a captura da imagem. Muito ruim! Não consigo sair dessa etapa. Câmera limpa, tudo bem posicionado. Outros bancos oferecem melhor isso. Não é o celular também! Um absurdo isso!",1,28,8.39.3.0,2023-07-17 13:32:14,"Oi, Julia! 😔 Para que a gente veja essa situação e lhe auxilie, por favor, nos acione em uma de nossas páginas oficiais no Facebook (via Messenger) ou Instagram (via Direct) enviando a hashtag #atendimentoapp, ou contate nosso SAC no 0800 729 0722 🤝",2023-07-17 13:44:29,8.39.3.0
7468bcf0-1934-4a57-94a0-4590a58d6ce8,Luis,https://play-lh.googleusercontent.com/a-/ALV-UjWWsLvT_4DVnX8Vo8Il8oO99X1ZL5TTRSypogwr1Zt2prmG,"Ruim , app trava depois que é feita a Self não avança e volta para a tela inicial . Fica em loop infinito . Vi que tem mais pessoas até mesmo que ja eram correntistas com esse mesmo problema para habilitar o App em outro cel imagina a dor de cabeça pois tudo hohe geraĺmente é feito pelo celular. Infelizmente desisti depois de várias tentativas. Abri em 5 minutos 02 contas em outros bancos sem problema . Quando resolverem quem sabe eu tento novamente.",1,22,8.39.3.0,2023-07-18 15:19:20,"Luís, para que possamos ajudá-lo, por favor, inicie uma conversa conosco pelo Messenger (Facebook) ou Direct (Instagram) com a hashtag #atendimentoApp. Se não tiver perfil nessas redes sociais, fale conosco pelo SAC BB, telefone 0800.729.0722.",2023-07-18 16:11:02,8.39.3.0
c83081d7-055d-4077-b240-a8708d52aa57,André Costa,https://play-lh.googleusercontent.com/a/ACg8ocLzDWV6dclOqxXkWfDC_nDTGNkKvyqmtYMgXYFppDDD=mo,"Não consigo mudar o endereço. Sigo todos os passos, corretamente, e quando vou finalizar o processo é pedido a senha de 6 dígitos; é digitado a senha corretamente e em seguida aparece: ""SENHA NÃO CADASTRADA (G175-819). Somente lembrando que essa senha de 6 dígitos é usada para fazer quase tudo no aplicativo, somente neste processo ela não funciona. Experiência muito ruim! pois, preciso mudar meu endereço o mais rapido possível.",1,17,8.44.1.0,2023-09-08 23:54:38,"Oi, André! Vamos verificar o que aconteceu. Nos chame por uma das páginas oficiais do BB no Facebook (via Messenger) ou Instagram (via Direct), com a #atendimentoapp ou ligue no SAC, no telefone 0800-729-0722. Ficamos no seu aguardo!
",2023-09-09 00:19:45,8.44.1.0
7600f6c4-d73a-49aa-8955-9e4ffd87eb5d,Hans Rauschmayer,https://play-lh.googleusercontent.com/a/ACg8ocJQL8cDNM1oKSQJuWCLy6Tmlzys85OWTLSeyXCuVnFZ=mo,"App super confusa. Na tela principal, apresenta shopping, mas nenhum acesso a gerenciar o cartão. Mesmo modificando a tela inicial, não vejo isso. Preciso, sempre, entrar na busca. Mesmo assim, faltam funções essenciais, como desligar o pagamento sem contato.",1,0,8.44.1.0,2023-09-22 11:11:01,"Oi, Hans! Vamos verificar melhor isso? Por favor, nos chame por nas páginas oficiais do BB no Facebook (Messenger) ou Instagram (Direct), com a #atendimentoapp ou ligue no SAC, no telefone 0800-729-0722.",2023-09-22 11:40:18,8.44.1.0
abab5312-ba6a-424e-a4b2-b137236bce1f,Patrick Allan,https://play-lh.googleusercontent.com/a-/ALV-UjXC7pZu6i8sQzXJPo8l_KQjTMsvxu0ofjs18G-lgVyrCAc,"depois de muitas atualizações ficou muito Ruin o acesso. Demora demais e quando entra, a função de ler QR CODE não funciona de primeira. Precisa deslogar e logar de novo e as vezes diz que já tá logado. Preciso transferir para minha conta Stone para pode pegar pela leitura do QR CODE. Era bom dar um repaginada no App, pois há algumas versões atrás era perfeito o App.",2,2,8.44.1.0,2023-09-21 15:25:41,"Olá, Patrick Allan! Para verificarmos melhor o seu caso, favor, nos chame por uma das páginas oficiais do BB no Facebook Messenger ou Instagram Direct, com a #atendimentoapp ou ligue no SAC, no telefone 0800-729-0722. Ficamos no seu aguardo!",2023-09-21 15:37:37,8.44.1.0
0143a981-e03b-4180-901f-037bbc4e3b77,Angelo Leithold,https://play-lh.googleusercontent.com/a-/ALV-UjVVAfbB8Vv-p_dvcUsSJLPQOBuS4p4Wk_DYY1FnkaXGNo5L,"Não recomendo. O que era ruim ficou ainda pior. Antes era pesado, mas funcionava. Agora com ""melhoria"" é pesado e confuso. Excesso de poluição visual. Mudei para o Nubank e utilizo o BB só para cartão. Mudei tudo, investimentos, aplicações, movimentações, etc... Conclusão: pioraram o aplicativo. Perdem clientes. Ponto para os concorrentes!",1,14,8.44.1.0,2023-09-18 16:41:43,Já respondemos sua interação anterior Angelo Leithold!,2023-09-18 16:55:35,8.44.1.0
65f3dc5c-855c-43bd-81d6-e07ef5620bd2,Geovanna Cruz,https://play-lh.googleusercontent.com/a-/ALV-UjXL_xk5jiVR-If9Zkp8Tt6qIwUkqeTVdCF-tjzHlaRFe8c,"App muito ruim, pesado, lento, trava muito, não consegui finalizar o cadastro para abrir conta, e parece que é de propósito, porque não é só eu que não consegui, só pra ter que ir abrir uma conta no banco físico para cobrarem taxa, dificultam no máximo para não abrirem conta digital.",1,0,8.44.1.0,2023-09-19 20:18:40,"Olá, Geovanna Cruz! Para verificarmos melhor o seu caso, favor, nos chame por uma das páginas oficiais do BB no Facebook Messenger ou Instagram Direct, com a #atendimentoapp ou ligue no SAC, no telefone 0800-729-0722. Ficamos no seu aguardo!",2023-09-19 20:29:09,8.44.1.0
91ce9884-f12c-4bbe-b7e7-8b6adeda94c1,Elsonn Santos,https://play-lh.googleusercontent.com/a-/ALV-UjUnBMPOfscniDZjHIKz0RtBwKBgmH8jEqLWJQBcrH1QxW4,"Um ótimo banco, um dos meus favoritos. Porém acho que deveria ter mais funções no app. Tipo, mudar de endereço, agência, etc... quando se abre uma conta em um estado, não pode fazer nada tado em outro... deveria ter essa facilidade pra todos nós.",3,2,8.44.1.0,2023-09-14 18:38:18,"Elsonn, é possível alterar o endereço pelo app (Perfil>Cadastro) e também pode alterar em qualquer agência BB. 🙂",2023-09-14 18:50:37,8.44.1.0
13ae1042-eec7-417c-8a1d-33aa86399823,Gilber Terzi,https://play-lh.googleusercontent.com/a-/ALV-UjUPY_pkMAIvzJh-zkYBRd93xHjrXSPf3mz0RUfq0s-2IfI,"Atualmente o app não tem travado mais, como antes. No entanto, tenho outra crítica. Agora uso cartão de crédito do BB e gerencio o uso dele pelo app. Mas o app não me dá o valor das minhas faturas nos meses seguintes ao mês atual. Se faço compras parceladas, eu tenho que ter acesso a quanto eu já comprometi em valores no meses futuros em que correm essas parcelas. Não é razoável que eu tenha que somar cada parcela futura para saber quando já gastei. Bancos concorrentes tem isso em seus apps.",3,0,8.44.1.0,2023-09-18 00:15:46,"
Olá! Gilber! Anotamos sua sugestão aqui! Sua contribuição é muito importante para nós, pois assim podemos aprimorar sempre os nossos serviços. 💛💙 #MaisQueDigital.
",2023-09-18 11:07:14,8.44.1.0
c37e27d9-0766-4270-8cf3-d73223bfb5dc,Jorge Ferreira,https://play-lh.googleusercontent.com/a-/ALV-UjUcJls9i1zopfsfnAAX8LWVazHiLaS213CdJ3kZWiq7,"Boa noite, não achei bom,pois agora temos q clicar na compra parcelada para ver quantas parcelas faltam e valores,antes era mais prático, aparecia os valores e quantas parcelas faltavam,agora não aparece o valor da parcela, atualize esse APP,ficou horrível,a maioria achou horrível essa atualização, continua a mesma coisa, horrível,todas as avaliações negativas e vc ,continuam fazendo o q vcs querem,e não ajudando ao cliente,para piorar só recebo notificações se eu abrir o aplicativo, horrível.",2,7,8.44.1.0,2023-09-17 16:25:04,"Olá! Jorge! Anotamos suas sugestões aqui! Sua contribuição é muito importante para nós, pois assim podemos aprimorar sempre os nossos serviços.",2023-09-18 10:17:12,8.44.1.0
d9e8b24e-e4c8-492a-86ca-40fd7ad42450,Livia Queiroz,https://play-lh.googleusercontent.com/a/ACg8ocJlFnapJPh-u7w97VGNE1dgrtm7UOhzHY0tSszG3IuO=mo,"Péssimo, em todos os bancos consigo abrir conta rapidamente no app, no banco que carrega o nome do Brasil não funciona, apresenta erro e ainda por cima caso funcione, são 3 dias para retorno. Em que mundo esse app foi criado? Acredito que um app seja para facilitar, o que adianta fazer propagandas para abrir conta no app, se não finaliza? Nossa decepcionada nunca tive problemas desse tipo com outros bancos.",1,1,8.44.1.0,2023-09-14 21:31:14,"Olá, Livia! Nós podemos ajudar. Por favor, nos chame por uma das páginas oficiais do BB no Facebook (via Messenger) ou Instagram (via Direct), com a #atendimentoapp ou ligue no SAC, no telefone 0800-729-0722. Ficamos no seu aguardo!
",2023-09-14 22:14:02,8.44.1.0
604dd02b-0dca-4d4e-9eb9-f947d46ef167,Sarah Botelho,https://play-lh.googleusercontent.com/a-/ALV-UjWZwpg6DKgfsMXh5I1a1eqa8HbmJxBFxXvvcKi6iSM75kTg,"As atualizações devem ser melhor planejadas. Eu estava no meio de uma transação e não consegui efetuar o pagamento. Fui no app e recebia o erro ""sistema em atualização, tente novamente mais tarde"". Caramba, perdi uma ótima oportunidade de compra por conta disso. Sem condições. Tentei criar um novo e-card e só aparecia esse erro. Total quebra de espectativa.",3,57,8.44.1.0,2023-09-05 02:33:04,"Olá! Sarah! Anotamos sua sugestão aqui! Sua contribuição é muito importante para nós, pois assim podemos aprimorar sempre os nossos serviços.",2023-09-05 10:38:39,8.44.1.0
31198125-0d5e-4edd-b8f1-53c18e386906,mcgmagon,https://play-lh.googleusercontent.com/a/ACg8ocJVpo962gK8vSEDO0a9x1ziyXBWEJIz1b4cjXUShiX3=mo,"Sou cliente do BB a mais de 20 anos e este aplicativo tem me trazido muitos aborrecimentos. Estou navegando no aplicativo e só consigo se estiver logado, claro, o q estacorreto, mas diversas vezes ao tentar cloncluir um PIX, retorna a mensagem ""Usuário não logado"", me obrigando a sair do app e entrar novamente. Péssimo. Várias vezes, ao tentar abrir o app, fica rodando o ícone do BB na tela sem conseguir entrar...Várias vezes mensagem de ""erro de conexão com nosso servidor, tente mais tarde""",2,19,8.44.0.6,2023-08-25 14:46:54,"Olá, mcgmagon! Por gentileza, verifique se o seu App e sistema operacional estão atualizados, e se precisar de auxílio, nos acione por mensagem privativa pelas páginas oficiais do BB no Facebook (Messenger) ou Instagram (Direct) com a #atendimentoapp. Aguardamos seu contato!",2023-08-25 15:14:59,8.44.0.6
56943027-e2f8-4898-ae49-079e4122fa6d,Marcelo N. Salgado,https://play-lh.googleusercontent.com/a-/ALV-UjX5oO2b1IRmI1jvskyqOMLl0864s5I2jUvTo9_9aItaiT21,"O chat do aplicativo toda hora trava. A pessoa não consegue escrever direito ou nem consegue voltar a tela do chat. Já limpei cache do app, já forcei parada, reiniciei, já fiz de tudo. Não tem uma vez que eu uso o chat que a tela não trava. Eu tenho que escrever em outro local, copiar e só colar o texto no chat pois não consigo digitar lá, e mesmo assim o app trava quando vc tenta voltar (sair do chat), eu sempre tenho que fechar o app e abrir novamente.",2,25,8.43.0.3,2023-08-18 19:07:12,"Olá, Marcelo! Para que a gente veja essa situação e lhe auxilie, por favor, nos acione em uma de nossas páginas oficiais no Facebook(via Messenger), ou Instagram(via Direct), enviando a hashtag #atendimentoX, ou contate nosso SAC pelo 0800 729 0722.",2023-08-18 19:24:06,8.43.0.3
b545e47a-b85d-41fd-8ff3-7a20c6ef3d48,Marc Kun,https://play-lh.googleusercontent.com/a-/ALV-UjXOK0b684sqd3vsjCN9IfAzyHi7zZKLxmL1vwwA19X-5w,"Recentemente o aplicativo vem apresentando muitas falhas. Por exemplo, travando na hora de abrir o aplicativo quando coloco a senha, ele fica carregando por um longo período e depois fecha ou simplesmente não sai da página de login, ou informando que ""não foi possível executar a transação"" quando tento fazer qualquer procedimento dentro do aplicativo",1,14,8.44.1.0,2023-09-05 18:50:53,"Olá, Marc Kun! Para verificarmos melhor o seu caso, favor, nos chame por uma das páginas oficiais do BB no Facebook Messenger ou Instagram Direct, com a #atendimentoapp ou ligue no SAC, no telefone 0800-729-0722. Ficamos no seu aguardo!",2023-09-05 18:57:27,8.44.1.0
