;ideCadastro;condicao;nome;nomeParlamentar;sexo;uf;partido;dataNascimento;email
15;74084;Titular;RAIMUNDO JOSÉ PEREIRA DOS SANTOS;Raimundo Santos;masculino;PA;PSD;10/10/1955;dep.raimundosantos@camara.leg.br
16;74079;Titular;JOSÉ BENITO PRIANTE JÚNIOR;José Priante;masculino;PA;MDB;02/12/1963;dep.josepriante@camara.leg.br
17;73441;Titular;CELSO UBIRAJARA RUSSOMANNO;Celso Russomanno;masculino;SP;REPUBLICANOS;20/08/1956;dep.celsorussomanno@camara.leg.br
18;74043;Titular;JOSÉ WELLINGTON ROBERTO;Wellington Roberto;masculino;PB;PL;19/05/1959;dep.wellingtonroberto@camara.leg.br
19;74356;Titular;SILAS CÂMARA;Silas Câmara;masculino;AM;REPUBLICANOS;15/12/1962;dep.silascamara@camara.leg.br
20;74574;Titular;PAULO SÉRGIO PARANHOS DE MAGALHÃES;Paulo Magalhães;masculino;BA;PSD;28/11/1952;dep.paulomagalhaes@camara.leg.br
21;74454;Titular;EUNÍCIO LOPES DE OLIVEIRA;Eunício Oliveira;masculino;CE;MDB;30/09/1952;dep.euniciooliveira@camara.leg.br
22;74585;Titular;LINCOLN DINIZ PORTELA;Lincoln Portela;masculino;MG;PL;03/11/1953;dep.lincolnportela@camara.leg.br
23;74467;Titular;DAMIÃO FELICIANO DA SILVA;Damião Feliciano;masculino;PB;UNIÃO;28/04/1952;dep.damiaofeliciano@camara.leg.br
24;73486;Titular;DARCI POMPEO DE MATTOS;Pompeo de Mattos;masculino;RS;PDT;12/07/1958;dep.pompeodemattos@camara.leg.br
25;74784;Titular;LUIZA ERUNDINA DE SOUSA;Luiza Erundina;feminino;SP;PSOL;30/11/1934;dep.luizaerundina@camara.leg.br
26;74696;Titular;ALBERTO PEREIRA MOURÃO;Alberto Mourão;masculino;SP;MDB;26/04/1954;dep.albertomourao@camara.leg.br
27;73579;Titular;JOÃO ALBERTO FRAGA SILVA;Alberto Fraga;masculino;DF;PL;02/06/1956;dep.albertofraga@camara.leg.br
28;73692;Titular;OSMAR GASPARINI TERRA;Osmar Terra;masculino;RS;MDB;18/02/1950;dep.osmarterra@camara.leg.br
29;74383;Titular;FERNANDO LÚCIO GIACOBO;Giacobo;masculino;PR;PL;17/12/1970;dep.giacobo@camara.leg.br
30;74253;Titular;JULIO LUIZ BAPTISTA LOPES;Julio Lopes;masculino;RJ;PP;06/04/1959;dep.juliolopes@camara.leg.br
31;74171;Titular;FRANCISCO RODRIGUES DE ALENCAR FILHO;Chico Alencar;masculino;RJ;PSOL;19/10/1949;dep.chicoalencar@camara.leg.br
32;74398;Titular;MARIA DO ROSÁRIO NUNES;Maria do Rosário;feminino;RS;PT;22/11/1966;dep.mariadorosario@camara.leg.br
33;74270;Titular;GILBERTO NASCIMENTO SILVA;Gilberto Nascimento;masculino;SP;PSC;09/07/1956;dep.gilbertonascimento@camara.leg.br
34;74273;Titular;JEFFERSON ALVES DE CAMPOS;Jefferson Campos;masculino;SP;PL;26/10/1964;dep.jeffersoncampos@camara.leg.br
35;74262;Titular;CARLOS HENRIQUE FOCESI SAMPAIO;Carlos Sampaio;masculino;SP;PSDB;31/03/1963;dep.carlossampaio@camara.leg.br
36;74159;Titular;ODAIR JOSÉ DA CUNHA;Odair Cunha;masculino;MG;PT;18/06/1976;dep.odaircunha@camara.leg.br
37;74161;Titular;REGINALDO LÁZARO DE OLIVEIRA LOPES;Reginaldo Lopes;masculino;MG;PT;02/04/1973;dep.reginaldolopes@camara.leg.br
38;74160;Titular;PATRUS ANANIAS DE SOUZA;Patrus Ananias;masculino;MG;PT;26/01/1952;dep.patrusananias@camara.leg.br
39;74156;Titular;JOSÉ LEONARDO COSTA MONTEIRO;Leonardo Monteiro;masculino;MG;PT;09/10/1951;dep.leonardomonteiro@camara.leg.br
40;74376;Titular;VANDER LUIZ DOS SANTOS LOUBET;Vander Loubet;masculino;MS;PT;22/01/1964;dep.vanderloubet@camara.leg.br
41;74374;Titular;GERALDO RESENDE PEREIRA;Geraldo Resende;masculino;MS;PSDB;20/04/1955;dep.geraldoresende@camara.leg.br
42;74041;Titular;LUIZ ALBUQUERQUE COUTO;Luiz Couto;masculino;PB;PT;13/02/1945;dep.luizcouto@camara.leg.br
43;74044;Titular;JOSÉ WILSON SANTIAGO;Wilson Santiago;masculino;PB;REPUBLICANOS;10/06/1957;dep.wilsonsantiago@camara.leg.br
44;74057;Titular;ALICE MAZZUCO PORTUGAL;Alice Portugal;feminino;BA;PCdoB;16/05/1959;dep.aliceportugal@camara.leg.br
45;74060;Titular;DANIEL GOMES DE ALMEIDA;Daniel Almeida;masculino;BA;PCdoB;21/01/1955;dep.danielalmeida@camara.leg.br
46;74371;Titular;RUBENS OTONI GOMIDE;Rubens Otoni;masculino;GO;PT;06/02/1956;dep.rubensotoni@camara.leg.br
47;74158;Titular;MÁRIO LÚCIO HERINGER;Mário Heringer;masculino;MG;PDT;30/09/1954;dep.marioheringer@camara.leg.br
48;133439;Titular;ANDRÉ PEIXOTO FIGUEIREDO LIMA;André Figueiredo;masculino;CE;PDT;10/11/1966;dep.andrefigueiredo@camara.leg.br
49;136811;Titular;JOSÉ ALFONSO EBERT HAMM;Afonso Hamm;masculino;RS;PP;25/04/1962;dep.afonsohamm@camara.leg.br
50;141391;Titular;ARNALDO CALIL PEREIRA JARDIM;Arnaldo Jardim;masculino;SP;CIDADANIA;08/05/1955;dep.arnaldojardim@camara.leg.br
51;141485;Titular;LUIZ CARLOS GHIORZZI BUSATO;Luiz Carlos Busato;masculino;RS;UNIÃO;06/11/1948;dep.luizcarlosbusato@camara.leg.br
52;141408;Titular;CLEBER VERDE CORDEIRO MENDES;Cleber Verde;masculino;MA;REPUBLICANOS;10/05/1972;dep.cleberverde@camara.leg.br
53;141411;Titular;DAGOBERTO NOGUEIRA FILHO;Dagoberto Nogueira;masculino;MS;PSDB;21/07/1955;dep.dagobertonogueira@camara.leg.br
54;141421;Titular;EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA;Eduardo da Fonte;masculino;PE;PP;17/10/1972;dep.eduardodafonte@camara.leg.br
55;141431;Titular;FERNANDO BEZERRA DE SOUZA COELHO FILHO;Fernando Coelho Filho;masculino;PE;UNIÃO;28/02/1984;dep.fernandocoelhofilho@camara.leg.br
56;141450;Titular;HUGO LEAL MELO DA SILVA;Hugo Leal;masculino;RJ;PSD;06/08/1962;dep.hugoleal@camara.leg.br
57;141456;Titular;JILMAR AUGUSTINHO TATTO;Jilmar Tatto;masculino;SP;PT;25/06/1965;dep.jilmartatto@camara.leg.br
58;141458;Titular;JOÃO CARLOS PAOLILO BACELAR FILHO;João Carlos Bacelar;masculino;BA;PL;08/10/1972;dep.joaocarlosbacelar@camara.leg.br
59;141459;Titular;JOÃO DA SILVA MAIA;João Maia;masculino;RN;PL;20/09/1953;dep.joaomaia@camara.leg.br
60;141464;Titular;JOSÉ AIRTON FÉLIX CIRILO DA SILVA;José Airton Félix Cirilo;masculino;CE;PT;21/02/1957;dep.joseairtonfelixcirilo@camara.leg.br
61;141470;Titular;JOSÉ NOBRE GUIMARÃES;José Guimarães;masculino;CE;PT;13/02/1957;dep.joseguimaraes@camara.leg.br
62;141480;Titular;LÁZARO BOTELHO MARTINS;Lázaro Botelho;masculino;TO;PP;11/02/1947;dep.lazarobotelho@camara.leg.br
63;141487;Titular;LUIZ FERNANDO RAMOS FARIA;Luiz Fernando Faria;masculino;MG;PSD;12/09/1957;dep.luizfernandofaria@camara.leg.br
64;141516;Titular;PAULO ABI-ACKEL;Paulo Abi-Ackel;masculino;MG;PSDB;21/06/1963;dep.pauloabiackel@camara.leg.br
65;141531;Titular;RODRIGO BATISTA DE CASTRO;Rodrigo de Castro;masculino;MG;UNIÃO;15/07/1971;dep.rodrigodecastro@camara.leg.br
66;141555;Titular;VINICIUS RAPOZO DE CARVALHO;Vinicius Carvalho;masculino;SP;REPUBLICANOS;07/01/1966;dep.viniciuscarvalho@camara.leg.br
67;141398;Titular;CARLOS ALBERTO ROLIM ZARATTINI;Carlos Zarattini;masculino;SP;PT;08/06/1959;dep.carloszarattini@camara.leg.br
68;150418;Titular;MÁRCIO CARLOS MARINHO;Márcio Marinho;masculino;BA;REPUBLICANOS;12/12/1970;dep.marciomarinho@camara.leg.br
69;152605;Titular;GLAUBER DE MEDEIROS BRAGA;Glauber Braga;masculino;RJ;PSOL;26/06/1982;dep.glauberbraga@camara.leg.br
70;154178;Titular;MILTON VIEIRA PINTO;Milton Vieira;masculino;SP;REPUBLICANOS;16/09/1962;dep.miltonvieira@camara.leg.br
71;123756;Titular;ANTÔNIA LUCILÉIA CRUZ RAMOS CÂMARA;Antônia Lúcia;feminino;AC;REPUBLICANOS;17/07/1970;dep.antonialucia@camara.leg.br
72;160541;Titular;ARTHUR CÉSAR PEREIRA DE LIRA;Arthur Lira;masculino;AL;PP;25/06/1969;dep.arthurlira@camara.leg.br
73;160591;Titular;VINICIUS DE AZEVEDO GURGEL;Vinicius Gurgel;masculino;AP;PL;31/07/1978;dep.viniciusgurgel@camara.leg.br
74;160666;Titular;FELIX DE ALMEIDA MENDONÇA JÚNIOR;Félix Mendonça Júnior;masculino;BA;PDT;29/11/1963;dep.felixmendoncajunior@camara.leg.br
75;160610;Titular;VALMIR CARLOS DA ASSUNÇÃO;Valmir Assunção;masculino;BA;PT;17/12/1964;dep.valmirassuncao@camara.leg.br
76;160569;Titular;WALDENOR ALVES PEREIRA FILHO;Waldenor Pereira;masculino;BA;PT;08/03/1954;dep.waldenorpereira@camara.leg.br
77;160553;Titular;ANTONIO LUIZ PARANHOS RIBEIRO LEITE DE BRITO;Antonio Brito;masculino;BA;PSD;17/01/1969;dep.antoniobrito@camara.leg.br
78;160600;Titular;ARTHUR DE OLIVEIRA MAIA DA SILVA;Arthur Oliveira Maia;masculino;BA;UNIÃO;17/08/1964;dep.arthuroliveiramaia@camara.leg.br
79;62881;Titular;FRANCISCO DANILO BASTOS FORTE;Danilo Forte;masculino;CE;UNIÃO;01/09/1958;dep.daniloforte@camara.leg.br
80;143632;Titular;DOMINGOS GOMES DE AGUIAR NETO;Domingos Neto;masculino;CE;PSD;29/04/1988;dep.domingosneto@camara.leg.br
81;160575;Titular;ÉRIKA JUCÁ KOKAY;Erika Kokay;feminino;DF;PT;15/08/1957;dep.erikakokay@camara.leg.br
82;160517;Titular;PAULO ROBERTO FOLETTO;Paulo Foletto;masculino;ES;PSB;30/04/1956;dep.paulofoletto@camara.leg.br
83;160598;Titular;FLÁVIA CARREIRO ALBUQUERQUE MORAIS;Flávia Morais;feminino;GO;PDT;26/04/1969;dep.flaviamorais@camara.leg.br
84;160599;Titular;DIMAS FABIANO TOLEDO JÚNIOR;Dimas Fabiano;masculino;MG;PP;23/05/1973;dep.dimasfabiano@camara.leg.br
85;160632;Titular;JOSÉ SILVA SOARES;Zé Silva;masculino;MG;SOLIDARIEDADE;11/05/1963;dep.zesilva@camara.leg.br
86;160556;Titular;JOÃO CARLOS SIQUEIRA;Padre João;masculino;MG;PT;28/02/1967;dep.padrejoao@camara.leg.br
87;160518;Titular;WELITON FERNANDES PRADO;Weliton Prado;masculino;MG;SOLIDARIEDADE;24/08/1975;dep.welitonprado@camara.leg.br
88;160640;Titular;EROS FERREIRA BIONDINI;Eros Biondini;masculino;MG;PL;20/05/1971;dep.erosbiondini@camara.leg.br
89;160588;Titular;DIEGO LEONARDO DE ANDRADE CARVALHO;Diego Andrade;masculino;MG;PSD;08/08/1977;dep.diegoandrade@camara.leg.br
90;160758;Titular;DOMINGOS SÁVIO CAMPOS RESENDE;Domingos Sávio;masculino;MG;PL;25/03/1957;dep.domingossavio@camara.leg.br
91;160510;Titular;LUIS HENRIQUE DE OLIVEIRA RESENDE;Luis Tibé;masculino;MG;AVANTE;23/07/1971;dep.luistibe@camara.leg.br
92;160527;Titular;AGUINALDO VELLOSO BORGES RIBEIRO;Aguinaldo Ribeiro;masculino;PB;PP;13/02/1969;dep.aguinaldoribeiro@camara.leg.br
93;160674;Titular;HUGO MOTTA WANDERLEY DA NÓBREGA;Hugo Motta;masculino;PB;REPUBLICANOS;11/09/1989;dep.hugomotta@camara.leg.br
94;160629;Titular;ROMERO RODRIGUES VEIGA;Romero Rodrigues;masculino;PB;PSC;09/01/1966;dep.romerorodrigues@camara.leg.br
95;160635;Titular;RUY MANUEL CARNEIRO BARBOSA DE ACA BELCHIOR;Ruy Carneiro;masculino;PB;PSC;17/08/1970;dep.ruycarneiro@camara.leg.br
96;160665;Titular;AUGUSTO RODRIGUES COUTINHO DE MELO;Augusto Coutinho;masculino;PE;REPUBLICANOS;22/10/1962;dep.augustocoutinho@camara.leg.br
97;160642;Titular;FRANCISCO EURICO DA SILVA;Pastor Eurico;masculino;PE;PL;12/09/1962;dep.pastoreurico@camara.leg.br
98;160592;Titular;JOSÉ CARLOS BECKER DE OLIVEIRA E SILVA;Zeca Dirceu;masculino;PR;PT;21/06/1978;dep.zecadirceu@camara.leg.br
99;122158;Titular;PEDRO PAULO CARVALHO TEIXEIRA;Pedro Paulo;masculino;RJ;PSD;29/06/1972;dep.pedropaulo@camara.leg.br
100;160512;Titular;AUREO LIDIO MOREIRA RIBEIRO;Aureo Ribeiro;masculino;RJ;SOLIDARIEDADE;17/02/1979;dep.aureoribeiro@camara.leg.br
101;160673;Titular;GIOVANI CHERINI;Giovani Cherini;masculino;RS;PL;23/06/1960;dep.giovanicherini@camara.leg.br
102;160538;Titular;ELVINO JOSÉ BOHN GASS;Bohn Gass;masculino;RS;PT;05/02/1962;dep.bohngass@camara.leg.br
103;160535;Titular;DIONILSO MATEUS MARCON;Marcon;masculino;RS;PT;21/09/1964;dep.marcon@camara.leg.br
104;160559;Titular;ALCEU MOREIRA DA SILVA;Alceu Moreira;masculino;RS;MDB;04/06/1954;dep.alceumoreira@camara.leg.br
105;160604;Titular;PEDRO FRANCISCO UCZAI;Pedro Uczai;masculino;SC;PT;10/03/1963;dep.pedrouczai@camara.leg.br
106;160601;Titular;MARCO ANTÔNIO FELICIANO;Pr. Marco Feliciano;masculino;SP;PL;12/10/1972;dep.pr.marcofeliciano@camara.leg.br
107;160976;Titular;FRANCISCO EVERARDO TIRIRICA OLIVEIRA SILVA;Tiririca;masculino;SP;PL;01/05/1965;dep.tiririca@camara.leg.br
108;160558;Titular;PAULO ROBERTO FREIRE DA COSTA;Paulo Freire Costa;masculino;SP;PL;14/02/1955;dep.paulofreirecosta@camara.leg.br
109;160545;Titular;ALEXANDRE LEITE DA SILVA;Alexandre Leite;masculino;SP;UNIÃO;18/04/1989;dep.alexandreleite@camara.leg.br
110;160548;Titular;JONAS DONIZETTE FERREIRA;Jonas Donizette;masculino;SP;PSB;25/06/1965;dep.jonasdonizette@camara.leg.br
111;162332;Titular;LUIZ HILOSHI NISHIMORI;Luiz Nishimori;masculino;PR;PSD;09/04/1949;dep.luiznishimori@camara.leg.br
112;92776;Titular;STEFANO AGUIAR DOS SANTOS;Stefano Aguiar;masculino;MG;PSD;03/03/1976;dep.stefanoaguiar@camara.leg.br
113;166402;Titular;MAGDA MOFATTO HON;Magda Mofatto;feminino;GO;PL;26/10/1948;dep.magdamofatto@camara.leg.br
114;171617;Titular;PAULO FERNANDO DOS SANTOS;Paulão;masculino;AL;PT;15/09/1957;dep.paulao@camara.leg.br
115;171623;Titular;FABIO DE ALMEIDA REIS;Fabio Reis;masculino;SE;PSD;15/04/1977;dep.fabioreis@camara.leg.br
116;220587;Titular;GEHLEN DINIZ ANDRADE;Gerlen Diniz;masculino;AC;PP;08/04/1974;dep.gerlendiniz@camara.leg.br
117;220633;Titular;RICARDO DE AQUINO SALLES;Ricardo Salles;masculino;SP;PL;08/06/1975;dep.ricardosalles@camara.leg.br
118;204480;Titular;ROGÉRIO CORREIA DE MOURA BAPTISTA;Rogério Correia;masculino;MG;PT;11/01/1958;dep.rogeriocorreia@camara.leg.br
119;178829;Titular;JOSE AUGUSTO ROSA;Capitão Augusto;masculino;SP;PL;04/10/1966;dep.capitaoaugusto@camara.leg.br
120;204553;Titular;MANOEL ISIDORIO DE SANTANA JUNIOR;Pastor Sargento Isidório;masculino;BA;AVANTE;28/07/1962;dep.pastorsargentoisidorio@camara.leg.br
121;178835;Titular;AFONSO ANTUNES DA MOTTA;Afonso Motta;masculino;RS;PDT;08/01/1950;dep.afonsomotta@camara.leg.br
122;74646;Titular;AÉCIO NEVES DA CUNHA;Aécio Neves;masculino;MG;PSDB;10/03/1960;dep.aecioneves@camara.leg.br
123;73806;Titular;Roseana Sarney Murad;Roseana Sarney;feminino;MA;MDB;01/06/1953;dep.roseanasarney@camara.leg.br
124;74478;Titular;LUCIANO CALDAS BIVAR;Luciano Bivar;masculino;PE;UNIÃO;29/11/1944;dep.lucianobivar@camara.leg.br
125;73604;Titular;RUI GOETHE DA COSTA FALCÃO;Rui Falcão;masculino;SP;PT;26/11/1943;dep.ruifalcao@camara.leg.br
126;178843;Titular;MARX BELTRÃO LIMA SIQUEIRA;Marx Beltrão;masculino;AL;PP;28/11/1979;dep.marxbeltrao@camara.leg.br
127;178854;Titular;ELMAR JOSE VIEIRA NASCIMENTO;Elmar Nascimento;masculino;BA;UNIÃO;06/07/1970;dep.elmarnascimento@camara.leg.br
128;69871;Titular;JOAO CARLOS BACELAR BATISTA;Bacelar;masculino;BA;PV;09/07/1957;dep.bacelar@camara.leg.br
129;178857;Titular;JORGE JOSE SANTOS PEREIRA SOLLA;Jorge Solla;masculino;BA;PT;11/04/1961;dep.jorgesolla@camara.leg.br
130;178858;Titular;MARIO S. M. NEGROMONTE JR.;Mário Negromonte Jr.;masculino;BA;PP;31/08/1980;dep.marionegromontejr.@camara.leg.br
131;178860;Titular;PAULO VELLOSO DANTAS AZI;Paulo Azi;masculino;BA;UNIÃO;14/01/1963;dep.pauloazi@camara.leg.br
132;178866;Titular;LUIZIANNE DE OLIVEIRA LINS;Luizianne Lins;feminino;CE;PT;18/11/1968;dep.luiziannelins@camara.leg.br
133;178871;Titular;EVAIR VIEIRA DE MELO;Evair Vieira de Melo;masculino;ES;PP;02/04/1972;dep.evairvieirademelo@camara.leg.br
134;178873;Titular;HELDER IGNACIO SALOMAO;Helder Salomão;masculino;ES;PT;08/03/1964;dep.heldersalomao@camara.leg.br
135;178876;Titular;CELIO ANTONIO DA SILVEIRA;Célio Silveira;masculino;GO;MDB;19/09/1959;dep.celiosilveira@camara.leg.br
136;178881;Titular;ALUISIO GUIMARAES MENDES FILHO;Aluisio Mendes;masculino;MA;REPUBLICANOS;11/11/1961;dep.aluisiomendes@camara.leg.br
137;178882;Titular;ANDRE LUIZ CARVALHO RIBEIRO;André Fufuca;masculino;MA;PP;27/08/1989;dep.andrefufuca@camara.leg.br
138;178887;Titular;RUBENS PEREIRA E SILVA JUNIOR;Rubens Pereira Júnior;masculino;MA;PT;16/03/1984;dep.rubenspereirajunior@camara.leg.br
139;178895;Titular;MISAEL ARTUR FERREIRA VARELLA;Misael Varella;masculino;MG;PSD;27/11/1959;dep.misaelvarella@camara.leg.br
140;178896;Titular;NEWTON CARDOSO JUNIOR;Newton Cardoso Jr;masculino;MG;MDB;11/11/1979;dep.newtoncardosojr@camara.leg.br
141;178905;Titular;FABIO PAULINO GARCIA;Fabio Garcia;masculino;MT;UNIÃO;29/06/1977;dep.fabiogarcia@camara.leg.br
142;178908;Titular;EDER MAURO CARDOSO BARRA;Delegado Éder Mauro;masculino;PA;PL;14/12/1960;dep.delegadoedermauro@camara.leg.br
143;178910;Titular;JOAQUIM PASSARINHO PINTO DE SOUZA PORTO;Joaquim Passarinho;masculino;PA;PL;02/12/1961;dep.joaquimpassarinho@camara.leg.br
144;72442;Titular;FELIPE AUGUSTO LYRA CARRERAS;Felipe Carreras;masculino;PE;PSB;16/04/1975;dep.felipecarreras@camara.leg.br
145;178927;Titular;ALIEL MACHADO BARK;Aliel Machado;masculino;PR;PV;26/02/1989;dep.alielmachado@camara.leg.br
146;178929;Titular;DIEGO ALEXSANDER GONCALO PAULA GARCIA;Diego Garcia;masculino;PR;REPUBLICANOS;10/10/1984;dep.diegogarcia@camara.leg.br
147;178931;Titular;LUCIANO DUCCI;Luciano Ducci;masculino;PR;PSB;23/03/1955;dep.lucianoducci@camara.leg.br
148;178933;Titular;SERGIO DE SOUZA;Sergio Souza;masculino;PR;MDB;13/03/1971;dep.sergiosouza@camara.leg.br
149;178934;Titular;ANTONIO WANDSCHEER;Toninho Wandscheer;masculino;PR;PP;31/08/1950;dep.toninhowandscheer@camara.leg.br
150;178937;Titular;ALTINEU CÔRTES FREITAS COUTINHO;Altineu Côrtes;masculino;RJ;PL;13/09/1968;dep.altineucortes@camara.leg.br
151;178943;Titular;MARCOS BEZERRA RIBEIRO SOARES;Marcos Soares;masculino;RJ;UNIÃO;16/05/1978;dep.marcossoares@camara.leg.br
152;178946;Titular;SORAYA ALENCAR DOS SANTOS;Soraya Santos;feminino;RJ;PL;04/12/1958;dep.sorayasantos@camara.leg.br
153;178947;Titular;SOSTENES SILVA CAVALCANTE;Sóstenes Cavalcante;masculino;RJ;PL;16/01/1975;dep.sostenescavalcante@camara.leg.br
154;178954;Titular;LUCIO ANTONIO MOSQUINI;Lucio Mosquini;masculino;RO;MDB;23/07/1969;dep.luciomosquini@camara.leg.br
155;178962;Titular;ANTONIO CARLOS GOMES DA SILVA;Carlos Gomes;masculino;RS;REPUBLICANOS;13/06/1972;dep.carlosgomes@camara.leg.br
156;178963;Titular;LUIS ANTONIO FRANCISCATTO COVATTI;Covatti Filho;masculino;RS;PP;25/07/1987;dep.covattifilho@camara.leg.br
157;178964;Titular;HEITOR JOSE SCHUCH;Heitor Schuch;masculino;RS;PSB;25/03/1962;dep.heitorschuch@camara.leg.br
158;178972;Titular;ALEX SPINELLI MANENTE;Alex Manente;masculino;SP;CIDADANIA;22/08/1979;dep.alexmanente@camara.leg.br
159;178975;Titular;LUIZ FELIPE BALEIA TENUTO ROSSI;Baleia Rossi;masculino;SP;MDB;09/06/1972;dep.baleiarossi@camara.leg.br
160;92346;Titular;EDUARDO NANTES BOLSONARO;Eduardo Bolsonaro;masculino;SP;PL;10/07/1984;dep.eduardobolsonaro@camara.leg.br
161;66828;Titular;FAUSTO RUY PINATO;Fausto Pinato;masculino;SP;PP;01/06/1977;dep.faustopinato@camara.leg.br
162;178983;Titular;MARCIO LUIZ ALVINO DE SOUZA;Marcio Alvino;masculino;SP;PL;14/06/1969;dep.marcioalvino@camara.leg.br
163;178985;Titular;MIGUEL LOMBARDI;Miguel Lombardi;masculino;SP;PL;29/01/1964;dep.miguellombardi@camara.leg.br
164;178986;Titular;NILTO IGNACIO TATTO;Nilto Tatto;masculino;SP;PT;31/07/1963;dep.niltotatto@camara.leg.br
165;178989;Titular;RENATA HELLMEISTER DE ABREU;Renata Abreu;feminino;SP;PODE;15/04/1982;dep.renataabreu@camara.leg.br
166;178992;Titular;VITOR LIPPI;Vitor Lippi;masculino;SP;PSDB;18/05/1959;dep.vitorlippi@camara.leg.br
167;178993;Titular;CARLOS HENRIQUE AMORIM;Carlos Henrique Gaguim;masculino;TO;UNIÃO;21/04/1961;dep.carloshenriquegaguim@camara.leg.br
168;137070;Titular;VICENTE ALVES DE OLIVEIRA JUNIOR;Vicentinho Júnior;masculino;TO;PP;11/04/1985;dep.vicentinhojunior@camara.leg.br
169;178997;Titular;MOSES HAENDEL MELO RODRIGUES;Moses Rodrigues;masculino;CE;UNIÃO;06/06/1978;dep.mosesrodrigues@camara.leg.br
170;179000;Titular;MARCELO HENRIQUE TEIXEIRA DIAS;Marcelo Álvaro Antônio;masculino;MG;PL;16/02/1974;dep.marceloalvaroantonio@camara.leg.br
171;179001;Titular;MARCIO DELLA VALLE BIOLCHI;Márcio Biolchi;masculino;RS;MDB;23/05/1979;dep.marciobiolchi@camara.leg.br
172;204481;Titular;JAZIEL PEREIRA DE SOUSA;Dr. Jaziel;masculino;CE;PL;03/05/1961;dep.dr.jaziel@camara.leg.br
173;220531;Titular;GILVAM MAXIMO;Gilvan Maximo;masculino;DF;REPUBLICANOS;10/05/1969;dep.gilvanmaximo@camara.leg.br
174;204351;Titular;LUIZ ALBERTO OVANDO;Dr. Luiz Ovando;masculino;MS;PP;25/09/1949;dep.dr.luizovando@camara.leg.br
175;204482;Titular;EUCLYDES MARCOS PETTERSEN NETO;Euclydes Pettersen;masculino;MG;REPUBLICANOS;15/08/1984;dep.euclydespettersen@camara.leg.br
176;204387;Titular;GILSON CARDOSO FAHUR;Sargento Fahur;masculino;PR;PSD;06/11/1963;dep.sargentofahur@camara.leg.br
177;92699;Titular;FERNANDO MONTEIRO DE ALBUQUERQUE;Fernando Monteiro;masculino;PE;PP;17/09/1976;dep.fernandomonteiro@camara.leg.br
178;191923;Titular;FLÁVIO RODRIGUES NOGUEIRA;Flávio Nogueira;masculino;PI;PT;27/02/1953;dep.flavionogueira@camara.leg.br
179;220597;Titular;THIAGO LEITE FLORES PEREIRA;Thiago Flores;masculino;RO;MDB;03/07/1980;dep.thiagoflores@camara.leg.br
180;213274;Titular;RICARDO AUGUSTO MACHADO DA SILVA;Ricardo Silva;masculino;SP;PSD;01/09/1985;dep.ricardosilva@camara.leg.br
181;204485;Titular;LUIZ CARLOS MOTTA;Luiz Carlos Motta;masculino;SP;PL;24/04/1959;dep.luizcarlosmotta@camara.leg.br
